orig.order,quad1,quad,time,dates,ini.date,fin.date,elap.yr,site,coral,ID,Coral,ini.area,ini.perim,ini.feret,ini.notes,Coral,fin.area,fin.perim,fin.feret,fin.notes,tran
465,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,35,ON3_16_35,,0.29521,,,,,0.25708,,,,ON3
466,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,36,ON3_16_36,,0.38917,,,,,0.39966,,,,ON3
467,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,37,ON3_16_37,,0.3852,,,,,0.45941,,,,ON3
468,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,38,ON3_16_38,,0.29408,,,,,0.45941,,,,ON3
469,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,39,ON3_16_39,,0.43722,,,,,0.45167,,,,ON3
470,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,40,ON3_16_40,,0.20451,,,,,0.26023,,,,ON3
471,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,41,ON3_16_41,,0.14201,,,,,0.25693,,,,ON3
472,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,42,ON3_16_42,,0.31562,,,,,0.30866,,,,ON3
473,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,43,ON3_16_43,,0.52296,,,,,0.54195,,,,ON3
474,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,44,ON3_16_44,,0.5146,,,,,0.56602,,,,ON3
475,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,45,ON3_16_45,,0.47789,,,,,0.44336,,,,ON3
476,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,46,ON3_16_46,,0.52395,,,,,0.44336,,,,ON3
477,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,47,ON3_16_47,,0.19076,,,,,0.31826,,,,ON3
478,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,48,ON3_16_48,,0.11891,,,,,0.33274,,,,ON3
479,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,49,ON3_16_49,,0.15958,,,,,0.33274,,,,ON3
480,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,50,ON3_16_50,,0.17262,,,,,0.33274,,,,ON3
481,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,51,ON3_16_51,,0.1824,,,,,0.33274,,,,ON3
482,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON3_42_1,,0.33841,,,,,NA,,,nv,ON3
483,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON3_42_2,,0.47614,,,,,0.46438,,,,ON3
484,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON3_42_3,,0.16071,,,,,0.25046,,,,ON3
485,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON3_42_4,,0.06109,,,,,0.24012,,,,ON3
486,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON3_42_5,,0.06623,,,,,0.09967,,,,ON3
487,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON3_42_6,,0.31928,,,,,0.43564,,,,ON3
488,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON3_42_7,,0.04439,,,,,NA,,,nv,ON3
489,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON3_42_8,,0.03254,,,,,0.08028,,,,ON3
490,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON3_42_9,,0.43703,,,,,0.40407,,,,ON3
491,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON3_42_10,,0.22579,,,,,0.25244,,,,ON3
492,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON3_42_11,,0.15843,,,,,0.18774,,,,ON3
493,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON3_42_12,,0.57491,,,,,0.258,,,angle,ON3
494,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON3_42_13,,0.0912,,,,,0.20034,,,,ON3
495,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON3_42_14,,0.10862,,,,,NA,,,angle,ON3
496,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON3_42_15,,0.30929,,,,,0.29789,,,,ON3
497,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON3_42_16,,0.43218,,,,,0.40634,,,,ON3
498,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,17,ON3_42_17,,0.34997,,,,,0.41738,,,,ON3
499,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,18,ON3_42_18,,0.23707,,,,,0.33314,,,,ON3
500,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,19,ON3_42_19,,0.19611,,,,,0.24224,,,,ON3
501,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,20,ON3_42_20,,0.45373,,,,,0.47104,,,,ON3
502,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,21,ON3_42_21,,0.21823,,,,,0.23233,,,,ON3
503,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,22,ON3_42_22,,0.2208,,,,,NA,,,angle,ON3
504,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,23,ON3_42_23,,0.28117,,,,,0.21166,,,,ON3
505,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,24,ON3_42_24,,0.30016,,,,,NA,,,nv,ON3
506,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,25,ON3_42_25,,0.45559,,,,,0.29689,,,,ON3
507,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,26,ON3_42_26,,0.49013,,,,,0.37944,,,,ON3
508,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,27,ON3_42_27,,0.3621,,,,,0.001,,,dead,ON3
509,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,28,ON3_42_28,,0.25063,,,,,0.22469,,,,ON3
510,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,29,ON3_42_29,,0.20695,,,,,NA,,,algae,ON3
511,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,30,ON3_42_30,,0.2993,,,,,NA,,,algae,ON3
512,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,31,ON3_42_31,,0.47229,,,,,NA,,,algae,ON3
513,ON3_42_,ON3_42_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,32,ON3_42_32,,0.088,,,,,0.161,,,,ON3
514,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON3_76_1,,0.12524,,,,,0.2302,,,,ON3
515,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON3_76_2,,0.06903,,,,,0.22908,,,,ON3
516,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON3_76_3,,0.38323,,,,,0.38703,,,nv,ON3
517,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON3_76_4,,0.22362,,,,,0.32444,,,,ON3
518,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON3_76_5,,0.32865,,,,,0.3257,,,,ON3
519,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON3_76_6,,0.38205,,,,,0.37008,,,,ON3
520,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON3_76_7,,0.32954,,,,,0.3362,,,,ON3
521,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON3_76_8,,0.13468,,,,,0.29279,,,,ON3
522,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON3_76_9,,0.22023,,,,,NA,,,angle,ON3
523,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON3_76_10,,0.3524,,,,,NA,,,nv,ON3
524,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON3_76_11,,0.13777,,,,,0.21816,,,,ON3
525,ON3_76_,ON3_76_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON3_76_12,,0.35417,,,,,0.27529,,,,ON3
526,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON3_77_1,,0.36821,,,,,0.5574,,,,ON3
527,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON3_77_2,,0.07471,,,,,NA,,,nv,ON3
528,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON3_77_3,,0.20274,,,,,0.32563,,,,ON3
529,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON3_77_4,,0.52312,,,,,0.52818,,,,ON3
530,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON3_77_5,,0.38193,,,,,0.40326,,,,ON3
531,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON3_77_6,,0.45477,,,,,0.45323,,,,ON3
532,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON3_77_7,,0.4078,,,,,0.44363,,,,ON3
533,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON3_77_8,,0.37514,,,,,0.35485,,,,ON3
534,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON3_77_9,,0.18772,,,,,0.23402,,,,ON3
535,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON3_77_10,,0.11691,,,,,0.2559,,,,ON3
536,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON3_77_11,,0.17023,,,,,NA,,,nv,ON3
537,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON3_77_12,,0.20159,,,,,0.31956,,,,ON3
538,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON3_77_13,,0.14537,,,,,0.31137,,,tentacles,ON3
539,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON3_77_14,,0.463,,,,,0.42754,,,,ON3
540,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON3_77_15,,0.32861,,,,,0.33198,,,,ON3
541,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON3_77_16,,0.15968,,,,,0.31039,,,,ON3
542,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,17,ON3_77_17,,0.48208,,,,,0.47609,,,,ON3
543,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,18,ON3_77_18,,0.35534,,,,,0.32704,,,,ON3
544,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,19,ON3_77_19,,0.05303,,,,,NA,,,nv,ON3
545,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,20,ON3_77_20,,0.60592,,,,,0.68782,,,,ON3
546,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,21,ON3_77_21,,0.55375,,,,,0.51251,,,,ON3
547,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,22,ON3_77_22,,0.07832,,,,,0.12774,,,,ON3
548,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,23,ON3_77_23,,0.03237,,,,,NA,,,nv,ON3
549,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,24,ON3_77_24,,0.35043,,,,,0.41724,,,,ON3
550,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,25,ON3_77_25,,0.48844,,,,,0.49826,,,,ON3
551,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,26,ON3_77_26,,0.05968,,,,,0.05914,,,,ON3
552,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,27,ON3_77_27,,0.05144,,,,,0.09739,,,,ON3
553,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,28,ON3_77_28,,0.51502,,,,,0.59607,,,tentacles,ON3
554,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,29,ON3_77_29,,0.0354,,,,,0.30785,,,tentacles,ON3
555,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,30,ON3_77_30,,0.2435,,,,,0.30601,,,,ON3
556,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,31,ON3_77_31,,0.1185,,,,,0.32535,,,,ON3
557,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,32,ON3_77_32,,0.36705,,,,,0.3828,,,,ON3
558,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,33,ON3_77_33,,0.41011,,,,,0.46325,,,,ON3
559,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,34,ON3_77_34,,0.32485,,,,,NA,,,nv,ON3
560,ON3_77_,ON3_77_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,35,ON3_77_35,,0.06214,,,,,0.21892,,,,ON3
561,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON4_71_1,,0.1721,,,,,0.30257,,,,ON4
562,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON4_71_2,,0.2232,,,,,0.26971,,,,ON4
563,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON4_71_3,,0.1846,,,,,0.30857,,,,ON4
564,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON4_71_4,,0.1962,,,,,0.32814,,,,ON4
565,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON4_71_5,,0.1669,,,,,0.001,,,gone,ON4
566,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON4_71_6,,0.0579,,,,,NA,,,nv,ON4
567,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON4_71_7,,0.4098,,,,,0.5627,,,,ON4
568,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON4_71_8,,0.3483,,,,,0.36214,,,,ON4
569,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON4_71_9,,0.2722,,,,,,,,nv,ON4
570,ON4_71_,ON4_71_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON4_71_10,,0.5539,,,,,0.72699,,,,ON4
571,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON4_72_1,,0.47637,,,,,0.58847,,,,ON4
572,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON4_72_2,,0.18686,,,,,0.26763,,,,ON4
573,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON4_72_3,,0.42139,,,,,0.53708,,,,ON4
574,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON4_72_4,,0.5956,,,,,0.53708,,,,ON4
575,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON4_72_5,,0.13878,,,,,0.32981,,,,ON4
576,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON4_72_6,,0.38244,,,,,0.37532,,,,ON4
577,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON4_72_7,,0.1645,,,,,0.2378,,,,ON4
578,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON4_72_8,,0.58013,,,,,0.58245,,,tentacles,ON4
579,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON4_72_9,,0.48677,,,,,0.51215,,,,ON4
580,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON4_72_10,,0.41914,,,,,0.001,,,gone,ON4
581,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON4_72_11,,0.47538,,,,,0.63763,,,,ON4
582,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON4_72_12,,0.41914,,,,,0.42294,,,,ON4
583,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON4_72_13,,0.11783,,,,,0.25811,,,,ON4
584,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON4_72_14,,0.21175,,,,,0.38849,,,,ON4
585,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON4_72_15,,0.47215,,,,,0.49436,,,,ON4
586,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON4_72_16,,0.28304,,,,,0.45319,,,tentacles,ON4
587,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,17,ON4_72_17,,0.42364,,,,,0.47798,,,tentacles,ON4
588,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,18,ON4_72_18,,0.55665,,,,,0.64785,,,tentacles,ON4
589,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,19,ON4_72_19,,0.44783,,,,,0.54716,,,,ON4
590,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,20,ON4_72_20,,0.45022,,,,,0.44199,,,,ON4
591,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,21,ON4_72_21,,0.31116,,,,,0.001,,,gone,ON4
592,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,22,ON4_72_22,,0.39397,,,,,0.46509,,,,ON4
593,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,23,ON4_72_23,,0.68967,,,,,0.76689,,,,ON4
594,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,24,ON4_72_24,,0.06327,,,,,0.10573,,,,ON4
595,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,25,ON4_72_25,,0.11797,,,,,0.30642,,,,ON4
596,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,26,ON4_72_26,,0.33731,,,,,0.6092,,,,ON4
597,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,27,ON4_72_27,,0.6285,,,,,0.61214,,,,ON4
598,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,28,ON4_72_28,,0.46596,,,,,0.46229,,,,ON4
599,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,29,ON4_72_29,,0.12261,,,,,0.22884,,,,ON4
600,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,30,ON4_72_30,,0.62682,,,,,0.57307,,,,ON4
601,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,31,ON4_72_31,,0.11487,,,,,0.37476,,,tentacles,ON4
602,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,32,ON4_72_32,,0.15551,,,,,0.2906,,,,ON4
603,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,33,ON4_72_33,,0.37162,,,,,0.45907,,,,ON4
604,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,34,ON4_72_34,,0.48677,,,,,0.55878,,,,ON4
605,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,35,ON4_72_35,,0.27319,,,,,0.38247,,,,ON4
606,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,36,ON4_72_36,,0.07368,,,,,NA,,,nv,ON4
607,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,37,ON4_72_37,,0.03445,,,,,NA,,,nv,ON4
608,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,38,ON4_72_38,,0.17772,,,,,0.24788,,,,ON4
609,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,39,ON4_72_39,,0.56495,,,,,0.51411,,,,ON4
610,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,40,ON4_72_40,,0.5627,,,,,0.63175,,,,ON4
611,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,41,ON4_72_41,,0.10039,,,,,0.39423,,,,ON4
612,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,42,ON4_72_42,,0.03642,,,,,NA,,,gone,ON4
613,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,43,ON4_72_43,,0.1018,,,,,NA,,,gone,ON4
614,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,44,ON4_72_44,,0.1205,,,,,0.45907,,,,ON4
615,ON4_72_,ON4_72_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,45,ON4_72_45,,0.19038,,,,,0.33415,,,,ON4
616,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON4_73_1,,0.15252,,,,,0.001,,,dead,ON4
617,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON4_73_2,,0.37156,,,,,0.40111,,,,ON4
618,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON4_73_3,,0.45601,,,,,0.49675,,,,ON4
619,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON4_73_4,,0.41399,,,,,0.48743,,,,ON4
620,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON4_73_5,,0.2696,,,,,NA,,,gone,ON4
621,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON4_73_6,,0.35993,,,,,0.42923,,,,ON4
622,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON4_73_7,,0.57687,,,,,NA,,,nv,ON4
623,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON4_73_8,,0.06148,,,,,NA,,,gone,ON4
624,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON4_73_9,,0.06386,,,,,0.09982,,,,ON4
625,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON4_73_10,,0.57127,,,,,0.81126,,,,ON4
626,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON4_73_11,,0.07689,,,,,0.10665,,,,ON4
627,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON4_73_12,,0.07857,,,,,0.10999,,,,ON4
628,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON4_73_13,,0.17997,,,,,0.001,,,dead,ON4
629,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON4_73_14,,0.25433,,,,,NA,,,nv,ON4
630,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON4_73_15,,0.2266,,,,,0.23418,,,,ON4
631,ON4_73_,ON4_73_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON4_73_16,,0.60908,,,,,0.001,,,dead,ON4
