"","orig.order","quad1","quad","time","dates","ini.date","fin.date","elap.yr","site","coral","ID","Coral","ini.area","ini.perim","ini.feret","ini.notes","Coral.1","fin.area","fin.perim","fin.feret","fin.notes","tran","ini.areaLN","fin.areaLN"
"479",466,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",36,"ON3_16_36",NA,0.38917,NA,NA,"",NA,0.39966,NA,NA,"","ON3",-0.943739012833384,-0.917141093328994
"480",467,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",37,"ON3_16_37",NA,0.3852,NA,NA,"",NA,0.45941,NA,NA,"","ON3",-0.953992599058167,-0.777812221441192
"481",468,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",38,"ON3_16_38",NA,0.29408,NA,NA,"",NA,0.45941,NA,NA,"","ON3",-1.22390343981481,-0.777812221441192
"482",469,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",39,"ON3_16_39",NA,0.43722,NA,NA,"",NA,0.45167,NA,NA,"","ON3",-0.827318778071891,-0.794803454289877
"483",470,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",40,"ON3_16_40",NA,0.20451,NA,NA,"",NA,0.26023,NA,NA,"","ON3",-1.58713840493933,-1.34618942362359
"484",471,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",41,"ON3_16_41",NA,0.14201,NA,NA,"",NA,0.25693,NA,NA,"","ON3",-1.95185780132522,-1.35895160472818
"485",472,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",42,"ON3_16_42",NA,0.31562,NA,NA,"",NA,0.30866,NA,NA,"","ON3",-1.15321632066215,-1.17551493150945
"486",473,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",43,"ON3_16_43",NA,0.52296,NA,NA,"",NA,0.54195,NA,NA,"","ON3",-0.648250299677663,-0.612581532720378
"487",474,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",44,"ON3_16_44",NA,0.5146,NA,NA,"",NA,0.56602,NA,NA,"","ON3",-0.664365379134493,-0.569125865714199
"488",475,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",45,"ON3_16_45",NA,0.47789,NA,NA,"",NA,0.44336,NA,NA,"","ON3",-0.738374698496635,-0.813373197867469
"489",476,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",46,"ON3_16_46",NA,0.52395,NA,NA,"",NA,0.44336,NA,NA,"","ON3",-0.646359019061186,-0.813373197867469
"490",477,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",47,"ON3_16_47",NA,0.19076,NA,NA,"",NA,0.31826,NA,NA,"","ON3",-1.65673918555211,-1.1448866202001
"491",478,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",48,"ON3_16_48",NA,0.11891,NA,NA,"",NA,0.33274,NA,NA,"","ON3",-2.12938837453265,-1.10039387475054
"492",479,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",49,"ON3_16_49",NA,0.15958,NA,NA,"",NA,0.33274,NA,NA,"","ON3",-1.835209915102,-1.10039387475054
"493",480,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",50,"ON3_16_50",NA,0.17262,NA,NA,"",NA,0.33274,NA,NA,"","ON3",-1.75666263219063,-1.10039387475054
"494",481,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",51,"ON3_16_51",NA,0.1824,NA,NA,"",NA,0.33274,NA,NA,"","ON3",-1.70155320134191,-1.10039387475054
"495",482,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON3_42_1",NA,0.33841,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-1.08349710085926,NA
"496",483,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON3_42_2",NA,0.47614,NA,NA,"",NA,0.46438,NA,NA,"","ON3",-0.742043350347774,-0.767052096407917
"497",484,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON3_42_3",NA,0.16071,NA,NA,"",NA,0.25046,NA,NA,"","ON3",-1.82815378042116,-1.38445605184625
"498",485,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON3_42_4",NA,0.06109,NA,NA,"",NA,0.24012,NA,NA,"","ON3",-2.79540709232046,-1.42661648059849
"499",486,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON3_42_5",NA,0.06623,NA,NA,"",NA,0.09967,NA,NA,"","ON3",-2.71462174648525,-2.30589055000277
"500",487,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON3_42_6",NA,0.31928,NA,NA,"",NA,0.43564,NA,NA,"","ON3",-1.14168681824166,-0.830939064774651
"501",488,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON3_42_7",NA,0.04439,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-3.11474106013619,NA
"502",489,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON3_42_8",NA,0.03254,NA,NA,"",NA,0.08028,NA,NA,"","ON3",-3.42528517719125,-2.522234755054
"503",490,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON3_42_9",NA,0.43703,NA,NA,"",NA,0.40407,NA,NA,"","ON3",-0.827753436357259,-0.906167148703304
"504",491,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON3_42_10",NA,0.22579,NA,NA,"",NA,0.25244,NA,NA,"","ON3",-1.4881499152269,-1.3765816822661
"505",492,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON3_42_11",NA,0.15843,NA,NA,"",NA,0.18774,NA,NA,"","ON3",-1.84244242359519,-1.67269725207329
"506",493,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON3_42_12",NA,0.57491,NA,NA,"",NA,0.258,NA,NA,"angle","ON3",-0.553541772174723,-1.35479569406052
"507",494,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON3_42_13",NA,0.0912,NA,NA,"",NA,0.20034,NA,NA,"","ON3",-2.39470038190185,-1.60773935579852
"508",495,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON3_42_14",NA,0.10862,NA,NA,"",NA,NA,NA,NA,"angle","ON3",-2.21989972637544,NA
"509",496,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON3_42_15",NA,0.30929,NA,NA,"",NA,0.29789,NA,NA,"","ON3",-1.17347593088393,-1.21103098813784
"510",497,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON3_42_16",NA,0.43218,NA,NA,"",NA,0.40634,NA,NA,"","ON3",-0.838913110852811,-0.900565031412673
"511",498,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",17,"ON3_42_17",NA,0.34997,NA,NA,"",NA,0.41738,NA,NA,"","ON3",-1.04990784245807,-0.873758201155453
"512",499,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",18,"ON3_42_18",NA,0.23707,NA,NA,"",NA,0.33314,NA,NA,"","ON3",-1.439399822807,-1.09919245693318
"513",500,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",19,"ON3_42_19",NA,0.19611,NA,NA,"",NA,0.24224,NA,NA,"","ON3",-1.62907955268939,-1.41782630873305
"514",501,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",20,"ON3_42_20",NA,0.45373,NA,NA,"",NA,0.47104,NA,NA,"","ON3",-0.790252971509488,-0.75281226288168
"515",502,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",21,"ON3_42_21",NA,0.21823,NA,NA,"",NA,0.23233,NA,NA,"","ON3",-1.52220572649123,-1.45959650419494
"516",503,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",22,"ON3_42_22",NA,0.2208,NA,NA,"",NA,NA,NA,NA,"angle","ON3",-1.5104979645792,NA
"517",504,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",23,"ON3_42_23",NA,0.28117,NA,NA,"",NA,0.21166,NA,NA,"","ON3",-1.26879581036995,-1.55277406531656
"518",505,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",24,"ON3_42_24",NA,0.30016,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-1.20343961316428,NA
"519",506,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",25,"ON3_42_25",NA,0.45559,NA,NA,"",NA,0.29689,NA,NA,"","ON3",-0.786161996728133,-1.21439357915385
"520",507,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",26,"ON3_42_26",NA,0.49013,NA,NA,"",NA,0.37944,NA,NA,"","ON3",-0.713084616942462,-0.969058797412811
"521",508,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",27,"ON3_42_27",NA,0.3621,NA,NA,"",NA,0.001,NA,NA,"dead","ON3",-1.01583486221054,-6.90775527898214
"522",509,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",28,"ON3_42_28",NA,0.25063,NA,NA,"",NA,0.22469,NA,NA,"","ON3",-1.38377753099562,-1.493033604564
"523",510,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",29,"ON3_42_29",NA,0.20695,NA,NA,"",NA,NA,NA,NA,"algae","ON3",-1.5752780607874,NA
"524",511,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",30,"ON3_42_30",NA,0.2993,NA,NA,"",NA,NA,NA,NA,"algae","ON3",-1.20630886412348,NA
"525",512,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",31,"ON3_42_31",NA,0.47229,NA,NA,"",NA,NA,NA,NA,"algae","ON3",-0.75016207528749,NA
"526",513,"ON3_42_","ON3_42_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",32,"ON3_42_32",NA,0.088,NA,NA,"",NA,0.161,NA,NA,"","ON3",-2.43041846450393,-1.82635091399767
"527",514,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON3_76_1",NA,0.12524,NA,NA,"",NA,0.2302,NA,NA,"","ON3",-2.07752338252393,-1.46880678269435
"528",515,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON3_76_2",NA,0.06903,NA,NA,"",NA,0.22908,NA,NA,"","ON3",-2.67321408626675,-1.47368399145648
"529",516,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON3_76_3",NA,0.38323,NA,NA,"",NA,0.38703,NA,NA,"nv","ON3",-0.959119947849576,-0.949253069576982
"530",517,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON3_76_4",NA,0.22362,NA,NA,"",NA,0.32444,NA,NA,"","ON3",-1.49780709626291,-1.12565465977999
"531",518,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON3_76_5",NA,0.32865,NA,NA,"",NA,0.3257,NA,NA,"","ON3",-1.11276192427255,-1.12177856669995
"532",519,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON3_76_6",NA,0.38205,NA,NA,"",NA,0.37008,NA,NA,"","ON3",-0.962203788888561,-0.994036080499008
"533",520,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON3_76_7",NA,0.32954,NA,NA,"",NA,0.3362,NA,NA,"","ON3",-1.11005753635285,-1.09004905800762
"534",521,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON3_76_8",NA,0.13468,NA,NA,"",NA,0.29279,NA,NA,"","ON3",-2.00485368468926,-1.22829965048367
"535",522,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON3_76_9",NA,0.22023,NA,NA,"",NA,NA,NA,NA,"angle","ON3",-1.51308282419134,NA
"536",523,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON3_76_10",NA,0.3524,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-1.04298838492011,NA
"537",524,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON3_76_11",NA,0.13777,NA,NA,"",NA,0.21816,NA,NA,"","ON3",-1.98216965092563,-1.5225265404448
"538",525,"ON3_76_","ON3_76_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON3_76_12",NA,0.35417,NA,NA,"",NA,0.27529,NA,NA,"","ON3",-1.03797825513126,-1.28993019150348
"539",526,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON3_77_1",NA,0.36821,NA,NA,"",NA,0.5574,NA,NA,"","ON3",-0.999101851399328,-0.584472163934289
"540",527,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON3_77_2",NA,0.07471,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-2.59414132699443,NA
"541",528,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON3_77_3",NA,0.20274,NA,NA,"",NA,0.32563,NA,NA,"","ON3",-1.59583090902788,-1.12199351150602
"542",529,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON3_77_4",NA,0.52312,NA,NA,"",NA,0.52818,NA,NA,"","ON3",-0.647944395729116,-0.638318144281267
"543",530,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON3_77_5",NA,0.38193,NA,NA,"",NA,0.40326,NA,NA,"","ON3",-0.962517933240473,-0.908173763772207
"544",531,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON3_77_6",NA,0.45477,NA,NA,"",NA,0.45323,NA,NA,"","ON3",-0.7879634823421,-0.791355556079158
"545",532,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON3_77_7",NA,0.4078,NA,NA,"",NA,0.44363,NA,NA,"","ON3",-0.896978420841782,-0.81276439729849
"546",533,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON3_77_8",NA,0.37514,NA,NA,"",NA,0.35485,NA,NA,"","ON3",-0.980455989349942,-1.03606011401115
"547",534,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON3_77_9",NA,0.18772,NA,NA,"",NA,0.23402,NA,NA,"","ON3",-1.67280378805592,-1.45234869719133
"548",535,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON3_77_10",NA,0.11691,NA,NA,"",NA,0.2559,NA,NA,"","ON3",-2.14635087096341,-1.36296853581639
"549",536,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON3_77_11",NA,0.17023,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-1.77060481515566,NA
"550",537,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON3_77_12",NA,0.20159,NA,NA,"",NA,0.31956,NA,NA,"","ON3",-1.6015193471898,-1.1408102293683
"551",538,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON3_77_13",NA,0.14537,NA,NA,"",NA,0.31137,NA,NA,"tentacles","ON3",-1.9284730625439,-1.16677336333683
"552",539,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON3_77_14",NA,0.463,NA,NA,"",NA,0.42754,NA,NA,"","ON3",-0.770028224895903,-0.849707427731002
"553",540,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON3_77_15",NA,0.32861,NA,NA,"",NA,0.33198,NA,NA,"","ON3",-1.11288364170568,-1.10268055284406
"554",541,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON3_77_16",NA,0.15968,NA,NA,"",NA,0.31039,NA,NA,"","ON3",-1.83458346641898,-1.16992570768688
"555",542,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",17,"ON3_77_17",NA,0.48208,NA,NA,"",NA,0.47609,NA,NA,"","ON3",-0.729645203600146,-0.742148366993009
"556",543,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",18,"ON3_77_18",NA,0.35534,NA,NA,"",NA,0.32704,NA,NA,"","ON3",-1.03468020137438,-1.11767279140685
"557",544,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",19,"ON3_77_19",NA,0.05303,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-2.9368974878331,NA
"558",545,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",20,"ON3_77_20",NA,0.60592,NA,NA,"",NA,0.68782,NA,NA,"","ON3",-0.501007314828652,-0.374228103186322
"559",546,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",21,"ON3_77_21",NA,0.55375,NA,NA,"",NA,0.51251,NA,NA,"","ON3",-0.591041957622792,-0.668435055964812
"560",547,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",22,"ON3_77_22",NA,0.07832,NA,NA,"",NA,0.12774,NA,NA,"","ON3",-2.54695228075988,-2.05775833084869
"561",548,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",23,"ON3_77_23",NA,0.03237,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-3.43052321104398,NA
"562",549,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",24,"ON3_77_24",NA,0.35043,NA,NA,"",NA,0.41724,NA,NA,"","ON3",-1.04859430714642,-0.874093683174367
"563",550,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",25,"ON3_77_25",NA,0.48844,NA,NA,"",NA,0.49826,NA,NA,"","ON3",-0.716538640017316,-0.696633249844777
"564",551,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",26,"ON3_77_26",NA,0.05968,NA,NA,"",NA,0.05914,NA,NA,"","ON3",-2.81875832308663,-2.82784776455781
"565",552,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",27,"ON3_77_27",NA,0.05144,NA,NA,"",NA,0.09739,NA,NA,"","ON3",-2.96733919905277,-2.32903174300903
"566",553,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",28,"ON3_77_28",NA,0.51502,NA,NA,"",NA,0.59607,NA,NA,"tentacles","ON3",-0.663549544121002,-0.51739716914903
"567",554,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",29,"ON3_77_29",NA,0.0354,NA,NA,"",NA,0.30785,NA,NA,"tentacles","ON3",-3.34104345884241,-1.17814262762492
"568",555,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",30,"ON3_77_30",NA,0.2435,NA,NA,"",NA,0.30601,NA,NA,"","ON3",-1.41263833645949,-1.18413749782517
"569",556,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",31,"ON3_77_31",NA,0.1185,NA,NA,"",NA,0.32535,NA,NA,"","ON3",-2.13284231840695,-1.12285375304114
"570",557,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",32,"ON3_77_32",NA,0.36705,NA,NA,"",NA,0.3828,NA,NA,"","ON3",-1.00225720042535,-0.960242619403338
"571",558,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",33,"ON3_77_33",NA,0.41011,NA,NA,"",NA,0.46325,NA,NA,"","ON3",-0.891329862584903,-0.769488413816668
"572",559,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",34,"ON3_77_34",NA,0.32485,NA,NA,"",NA,NA,NA,NA,"nv","ON3",-1.1243917416556,NA
"573",560,"ON3_77_","ON3_77_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",35,"ON3_77_35",NA,0.06214,NA,NA,"",NA,0.21892,NA,NA,"","ON3",-2.77836537501724,-1.51904891270642
"574",561,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON4_71_1",NA,0.1721,NA,NA,"",NA,0.30257,NA,NA,"","ON4",-1.75967957576464,-1.19544262332256
"575",562,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON4_71_2",NA,0.2232,NA,NA,"",NA,0.26971,NA,NA,"","ON4",-1.49968704847498,-1.31040797128876
"576",563,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON4_71_3",NA,0.1846,NA,NA,"",NA,0.30857,NA,NA,"","ON4",-1.68956395691339,-1.17580655699959
"577",564,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON4_71_4",NA,0.1962,NA,NA,"",NA,0.32814,NA,NA,"","ON4",-1.62862073185087,-1.1143149323954
"578",565,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON4_71_5",NA,0.1669,NA,NA,"",NA,0.001,NA,NA,"gone","ON4",-1.79036044831435,-6.90775527898214
"579",566,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON4_71_6",NA,0.0579,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-2.84903789440319,NA
"580",567,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON4_71_7",NA,0.4098,NA,NA,"",NA,0.5627,NA,NA,"","ON4",-0.892086043177338,-0.575008652542904
"581",568,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON4_71_8",NA,0.3483,NA,NA,"",NA,0.36214,NA,NA,"","ON4",-1.05469110161018,-1.01572440158964
"582",569,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON4_71_9",NA,0.2722,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-1.30121818876477,NA
"583",570,"ON4_71_","ON4_71_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON4_71_10",NA,0.5539,NA,NA,"",NA,0.72699,NA,NA,"","ON4",-0.590771113943079,-0.318842556701405
"584",571,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON4_72_1",NA,0.47637,NA,NA,"",NA,0.58847,NA,NA,"","ON4",-0.741560415776021,-0.530229330641503
"585",572,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON4_72_2",NA,0.18686,NA,NA,"",NA,0.26763,NA,NA,"","ON4",-1.67739560561733,-1.31814984938834
"586",573,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON4_72_3",NA,0.42139,NA,NA,"",NA,0.53708,NA,NA,"","ON4",-0.864196508316021,-0.62160821977763
"587",574,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON4_72_4",NA,0.5956,NA,NA,"",NA,0.53708,NA,NA,"","ON4",-0.518185978172283,-0.62160821977763
"588",575,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON4_72_5",NA,0.13878,NA,NA,"",NA,0.32981,NA,NA,"","ON4",-1.97486533351073,-1.10923854790941
"589",576,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON4_72_6",NA,0.38244,NA,NA,"",NA,0.37532,NA,NA,"","ON4",-0.961183500764892,-0.979976283560288
"590",577,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON4_72_7",NA,0.1645,NA,NA,"",NA,0.2378,NA,NA,"","ON4",-1.80484470877671,-1.43632529472546
"591",578,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON4_72_8",NA,0.58013,NA,NA,"",NA,0.58245,NA,NA,"tentacles","ON4",-0.544503062625791,-0.540511934136351
"592",579,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON4_72_9",NA,0.48677,NA,NA,"",NA,0.51215,NA,NA,"","ON4",-0.719963546719304,-0.669137728099593
"593",580,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON4_72_10",NA,0.41914,NA,NA,"",NA,0.001,NA,NA,"gone","ON4",-0.86955028599034,-6.90775527898214
