"","orig.order","quad1","quad","time","dates","ini.date","fin.date","elap.yr","site","coral","ID","Coral","ini.area","ini.perim","ini.feret","ini.notes","Coral.1","fin.area","fin.perim","fin.feret","fin.notes","tran","ini.areaLN","fin.areaLN"
"831",818,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG5_3_7",NA,0.068,NA,NA,"",NA,0.432,NA,NA,"","PG5",-2.68824757380603,-0.839329690738027
"833",820,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",9,"PG5_3_9",NA,0.142,NA,NA,"",NA,0.001,NA,NA,"nv","PG5",-1.95192822138088,-6.90775527898214
"834",821,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",10,"PG5_3_10",NA,0.274,NA,NA,"",NA,0.0005827,NA,NA,"nv","PG5",-1.29462717259407,-7.44783808381525
"835",822,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",11,"PG5_3_11",NA,0.473,NA,NA,"",NA,0.479,NA,NA,"","PG5",-0.748659890490204,-0.736054681571222
"836",823,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",12,"PG5_3_12",NA,0.276,NA,NA,"",NA,0.331,NA,NA,"","PG5",-1.28735441326499,-1.10563690360507
"837",824,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",13,"PG5_3_13",NA,0.189,NA,NA,"",NA,0.29,NA,NA,"","PG5",-1.66600826392249,-1.23787435600162
"838",825,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",14,"PG5_3_14",NA,0.081,NA,NA,"",NA,0.16,NA,NA,"","PG5",-2.5133061243097,-1.83258146374831
"839",826,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",15,"PG5_3_15",NA,0.088,NA,NA,"",NA,0.209,NA,NA,"","PG5",-2.43041846450393,-1.56542102701733
"840",827,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",16,"PG5_3_16",NA,0.092,NA,NA,"",NA,0.18,NA,NA,"","PG5",-2.3859667019331,-1.71479842809193
"841",828,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",17,"PG5_3_17",NA,0.045,NA,NA,"",NA,0.091,NA,NA,"","PG5",-3.10109278921182,-2.39689577246529
"842",829,"PG5_93_","PG5_93_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG5_93_1",NA,0.496,NA,NA,"",NA,0.554,NA,NA,"","PG5",-0.70117935225721,-0.590590592234853
"843",830,"PG5_93_","PG5_93_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG5_93_2",NA,0.516,NA,NA,"",NA,0.467,NA,NA,"","PG5",-0.661648513500574,-0.76142602131324
"844",831,"PG5_93_","PG5_93_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG5_93_3",NA,0.424,NA,NA,"",NA,0.492,NA,NA,"","PG5",-0.858021823750179,-0.709276562489829
"845",832,"PG5_93_","PG5_93_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG5_93_4",NA,0.463,NA,NA,"",NA,NA,NA,NA,"nv","PG5",-0.770028224895903,NA
"846",833,"PG5_93_","PG5_93_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG5_93_5",NA,0.425,NA,NA,"",NA,NA,NA,NA,"angle","PG5",-0.85566611005772,NA
"847",834,"PG5_93_","PG5_93_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG5_93_6",NA,0.306,NA,NA,"",NA,0.295,NA,NA,"","PG5",-1.18417017702976,-1.22077992264232
"848",835,"PG5_93_","PG5_93_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG5_93_7",NA,0.406,NA,NA,"",NA,0.47,NA,NA,"","PG5",-0.901402119380404,-0.755022584278033
"849",836,"PG5_93_","PG5_93_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",8,"PG5_93_8",NA,0.311,NA,NA,"",NA,NA,NA,NA,"nv","PG5",-1.1679623668029,NA
"851",838,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG6_A_2",NA,0.028,NA,NA,"",NA,0.002,NA,NA,"gone","PG6",-3.57555076880693,-6.21460809842219
"852",839,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG6_A_3",NA,0.312,NA,NA,"",NA,0.432,NA,NA,"","PG6",-1.16475209117265,-0.839329690738027
"853",840,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG6_A_4",NA,0.164,NA,NA,"",NA,0.321,NA,NA,"","PG6",-1.80788885115794,-1.13631415585212
"854",841,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG6_A_5",NA,0.057,NA,NA,"",NA,0.001,NA,NA,"gone","PG6",-2.86470401114759,-6.90775527898214
"855",842,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG6_A_6",NA,0.045,NA,NA,"",NA,0.192,NA,NA,"","PG6",-3.10109278921182,-1.65025990695436
"856",843,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG6_A_7",NA,0.364,NA,NA,"",NA,0.418,NA,NA,"","PG6",-1.0106014113454,-0.872273846457381
"857",844,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",8,"PG6_A_8",NA,0.372,NA,NA,"",NA,0.361,NA,NA,"angle","PG6",-0.988861424708991,-1.01887732064926
"858",845,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",9,"PG6_A_9",NA,0.24,NA,NA,"",NA,0.0008732,NA,NA,"nv","PG6",-1.42711635564015,-7.04334593328849
"859",846,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",10,"PG6_A_10",NA,0.107,NA,NA,"",NA,0.002,NA,NA,"","PG6",-2.23492644452023,-6.21460809842219
"860",847,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",11,"PG6_A_11",NA,0.165,NA,NA,"",NA,0.216,NA,NA,"","PG6",-1.80180980508156,-1.53247687129797
"861",848,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",12,"PG6_A_12",NA,0.208,NA,NA,"",NA,0.353,NA,NA,"","PG6",-1.57021719928082,-1.04128722204884
"862",849,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",13,"PG6_A_13",NA,0.202,NA,NA,"",NA,0.002,NA,NA,"angle","PG6",-1.59948758158093,-6.21460809842219
"863",850,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",14,"PG6_A_14",NA,0.373,NA,NA,"",NA,0.367,NA,NA,"","PG6",-0.986176859338322,-1.00239343092757
"864",851,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",15,"PG6_A_15",NA,0.257,NA,NA,"",NA,0.245,NA,NA,"angle","PG6",-1.35867919408692,-1.40649706843741
"865",852,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",16,"PG6_A_16",NA,0.336,NA,NA,"",NA,0.003,NA,NA,"angle","PG6",-1.09064411901893,-5.80914299031403
"866",853,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",17,"PG6_A_17",NA,0.354,NA,NA,"",NA,0.456,NA,NA,"","PG6",-1.03845836584836,-0.785262469467751
"867",854,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",18,"PG6_A_18",NA,0.324,NA,NA,"",NA,0.371,NA,NA,"","PG6",-1.12701176318981,-0.991553216374702
"868",855,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",19,"PG6_A_19",NA,0.235,NA,NA,"",NA,0.318,NA,NA,"","PG6",-1.44816976483798,-1.14570389620196
"869",856,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",20,"PG6_A_20",NA,0.304,NA,NA,"",NA,0.388,NA,NA,"","PG6",-1.19072757757592,-0.946749939358864
"870",857,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",21,"PG6_A_21",NA,0.352,NA,NA,"",NA,0.444,NA,NA,"","PG6",-1.04412410338404,-0.811930716549912
"871",858,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",22,"PG6_A_22",NA,0.081,NA,NA,"",NA,0.296,NA,NA,"","PG6",-2.5133061243097,-1.21739582465808
"872",859,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",23,"PG6_A_23",NA,0.345,NA,NA,"",NA,0.447,NA,NA,"","PG6",-1.06421086195078,-0.805196684368568
"874",861,"PG6_A_","PG6_A_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",25,"PG6_A_25",NA,0.109,NA,NA,"",NA,0.169,NA,NA,"","PG6",-2.21640739675299,-1.77785656405906
"875",862,"PG6_A_","PG6_A_","present","8dec07_4dec11","8-Dec-07","4-Dec-10",2.99,"PG",26,"PG6_A_26",NA,0.268,NA,NA,"",NA,NA,NA,NA,"gone","PG6",-1.31676829847128,NA
"876",863,"PG6_A_","PG6_A_","present","8dec07_4dec12","8-Dec-07","4-Dec-10",2.99,"PG",27,"PG6_A_27",NA,0.296,NA,NA,"",NA,NA,NA,NA,"nv","PG6",-1.21739582465808,NA
"877",864,"PG6_A_","PG6_A_","present","8dec07_4dec13","8-Dec-07","4-Dec-10",2.99,"PG",28,"PG6_A_28",NA,0.533,NA,NA,"",NA,NA,NA,NA,"nv","PG6",-0.629233854816292,NA
"878",865,"PG6_A_","PG6_A_","present","8dec07_4dec14","8-Dec-07","4-Dec-10",2.99,"PG",29,"PG6_A_29",NA,0.538,NA,NA,"",NA,NA,NA,NA,"nv","PG6",-0.619896718820353,NA
"879",866,"PG6_A_","PG6_A_","present","8dec07_4dec15","8-Dec-07","4-Dec-10",2.99,"PG",30,"PG6_A_30",NA,0.626,NA,NA,"",NA,NA,NA,NA,"nv","PG6",-0.468404907882039,NA
"880",867,"PG6_A_","PG6_A_","present","8dec07_4dec16","8-Dec-07","4-Dec-10",2.99,"PG",31,"PG6_A_31",NA,0.288,NA,NA,"",NA,NA,NA,NA,"nv","PG6",-1.24479479884619,NA
"881",868,"PG6_A_","PG6_A_","present","8dec07_4dec17","8-Dec-07","4-Dec-10",2.99,"PG",32,"PG6_A_32",NA,0.263,NA,NA,"",NA,NA,NA,NA,"nv","PG6",-1.33560124680437,NA
"882",869,"PG6_B_","PG6_B_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG6_B_1",NA,0.453,NA,NA,"",NA,NA,NA,NA,"angle","PG6",-0.791863153499103,NA
"883",870,"PG6_B_","PG6_B_","present","8dec07_4dec11","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG6_B_4",NA,0.135,NA,NA,"",NA,NA,NA,NA,"nv","PG6",-2.00248050054371,NA
"884",871,"PG6_C_","PG6_C_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG6_C_1",NA,0.312,NA,NA,"",NA,0.375,NA,NA,"","PG6",-1.16475209117265,-0.980829253011726
"885",872,"PG6_C_","PG6_C_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG6_C_2",NA,0.241,NA,NA,"",NA,0.424,NA,NA,"","PG6",-1.42295834549148,-0.858021823750179
"886",873,"PG6_C_","PG6_C_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG6_C_3",NA,0.076,NA,NA,"",NA,0.184,NA,NA,"","PG6",-2.57702193869581,-1.69281952137315
"887",874,"PG6_C_","PG6_C_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG6_C_4",NA,0.571,NA,NA,"",NA,0.527,NA,NA,"","PG6",-0.560366069326127,-0.640554730440775
"888",875,"PG6_C_","PG6_C_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG6_C_5",NA,0.115,NA,NA,"",NA,0.281,NA,NA,"","PG6",-2.16282315061889,-1.26940060964839
"889",876,"PG6_C_","PG6_C_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG6_C_6",NA,0.189,NA,NA,"",NA,0.319,NA,NA,"","PG6",-1.66600826392249,-1.14256417619729
"890",877,"PG6_C_","PG6_C_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG6_C_7",NA,0.079,NA,NA,"",NA,NA,NA,NA,"gone","PG6",-2.53830742651512,NA
"891",878,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG6_D_1",NA,0.432,NA,NA,"",NA,0.001,NA,NA,"nv","PG6",-0.839329690738027,-6.90775527898214
"892",879,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG6_D_2",NA,0.579,NA,NA,"",NA,0.608,NA,NA,"","PG6",-0.546452801409142,-0.49758039701597
"893",880,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG6_D_3",NA,0.602,NA,NA,"",NA,NA,NA,NA,"gone","PG6",-0.507497833673316,NA
"894",881,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG6_D_4",NA,0.594,NA,NA,"",NA,0.819,NA,NA,"","PG6",-0.520875959619492,-0.199671195129068
"895",882,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG6_D_5",NA,0.529,NA,NA,"",NA,NA,NA,NA,"gone","PG6",-0.636766847123838,NA
"896",883,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG6_D_6",NA,0.501,NA,NA,"",NA,NA,NA,NA,"gone","PG6",-0.691149177897272,NA
"897",884,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG6_D_7",NA,0.16,NA,NA,"",NA,0.346,NA,NA,"","PG6",-1.83258146374831,-1.06131650392441
"898",885,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",8,"PG6_D_8",NA,0.268,NA,NA,"",NA,0.389,NA,NA,"","PG6",-1.31676829847128,-0.944175935363691
"899",886,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",9,"PG6_D_9",NA,0.422,NA,NA,"",NA,0.482,NA,NA,"","PG6",-0.862749964946125,-0.729811164931537
"900",887,"PG6_D_","PG6_D_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",10,"PG6_D_10",NA,0.078,NA,NA,"",NA,0.199,NA,NA,"","PG6",-2.55104645229255,-1.61445045425764
"901",888,"PG6_E_","PG6_E_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG6_E_1",NA,0.475,NA,NA,"",NA,NA,NA,NA,"gone","PG6",-0.744440474947496,NA
"902",889,"PG6_E_","PG6_E_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG6_E_2",NA,0.527,NA,NA,"",NA,0.681,NA,NA,"","PG6",-0.640554730440775,-0.384192972832625
"903",890,"PG6_F_","PG6_F_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG6_F_1",NA,0.331,NA,NA,"",NA,0.547,NA,NA,"","PG6",-1.10563690360507,-0.603306476560156
"904",891,"PG6_F_","PG6_F_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG6_F_2",NA,0.599,NA,NA,"",NA,0.881,NA,NA,"","PG6",-0.512493680866688,-0.126697653045958
"905",892,"PG6_F_","PG6_F_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG6_F_3",NA,0.098,NA,NA,"",NA,0.254,NA,NA,"","PG6",-2.32278780031156,-1.3704210119636
"906",893,"PG6_F_","PG6_F_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG6_F_4",NA,0.132,NA,NA,"",NA,0.319,NA,NA,"","PG6",-2.02495335639577,-1.14256417619729
"907",894,"PG6_F_","PG6_F_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG6_F_5",NA,0.112,NA,NA,"",NA,0.376,NA,NA,"","PG6",-2.18925640768704,-0.978166135592243
